"3308112008","330811","PRAJEKSARI"
"3308112007","330811","TEMPUREJO"
"3308112006","330811","GIRIREJO"
"3308112005","330811","KALISARI"
"3308112004","330811","TANGGULREJO"
"3308112003","330811","SIDOAGUNG"
"3308112002","330811","SUMBERARUM"
"3308112014","330811","BAWANG"
"3308112001","330811","RINGINANOM"
"3308122023","330812","PUCUNGROTO"
"3308122024","330812","SIDOREJO"
"3308122025","330812","SIDOWANGI"
"3308122026","330812","SUKOMULYO"
"3308122027","330812","SUKOREJO"
"3308122028","330812","SUTOPATI"
"3308122022","330812","SANGEN"
"3308122017","330812","WUWUHARJO"
"3308122001","330812","WONOGIRI"
"3308122002","330812","KWADERAN"
"3308122003","330812","MADUKORO"
"3308122004","330812","BUMIAYU"
"3308122006","330812","NGARGOSARI"
"3308122008","330812","LESANPURO"
"3308122007","330812","NGENDROSARI"
"3308122005","330812","MADUGONDO"
"3308122012","330812","WADAS"
"3308122009","330812","BANJARETNO"
"3308122010","330812","KRINJING"
"3308122011","330812","BANGSRI"
"3308122013","330812","KAJORAN"
"3308122014","330812","MANGUNREJO"
"3308122015","330812","SAMBAK"
"3308122016","330812","BAMBUSARI"
"3308122018","330812","PANDANSARI"
"3308122019","330812","PANDANRETNO"
"3308122020","330812","KRUMPAKAN"
"3308122021","330812","BANJARAGUNG"
"3308122029","330812","SUKOMAKMUR"
"3308132007","330813","TEMANGGUNG"
"3308132020","330813","ADIPURO"
"3308132001","330813","KALIANGKRIK"
"3308132013","330813","GIRIREJO"
"3308132018","330813","KETANGI"
"3308132019","330813","BALEKERTO"
"3308132017","330813","BUMIREJO"
"3308132016","330813","BESERAN"
"3308132012","330813","GIRIWARNO"
"3308132006","330813","MADURETNO"
"3308132011","330813","BANJAREJO"
"3308132015","330813","BALEREJO"
"3308132010","330813","SELOMOYO"
"3308132005","330813","NGENDROKILO"
"3308132003","330813","MUNGGANGSARI"
"3308132004","330813","NGARGOSOKO"
"3308132008","330813","PENGARENGAN"
"3308132009","330813","MANGLI"
"3308132014","330813","KEBONLEGI"
"3308132002","330813","NGAWONGGO"
"3308142010","330814","SUKOSARI"
"3308142009","330814","KEDUNGSARI"
"3308142002","330814","SALAMKANCI"
"3308142008","330814","BANYUWANGI"
"3308142007","330814","TRASAN"
"3308142001","330814","BANDONGAN"
"3308142014","330814","REJOSARI"
"3308142004","330814","TONOBOYO"
"3308142011","330814","KEBONAGUNG"
"3308142012","330814","KALEGEN"
"3308142013","330814","NGEPANREJO"
"3308142005","330814","GANDUSARI"
